Timestamp,Temperature_C,Vibration_mm_s,Current_A,Pressure_bar,RPM,Temperature_T_minus_1_C,Vibration_T_minus_1_mm_s,Current_T_minus_5_A,Temp_MA_1h_C,Vibration_MA_10min_mm_s,Hour,DayOfWeek,Emergency_Stop,Operating_Mode
2025-07-01 00:00:00,95.57409961673325,37.697461069227636,40.756925363857746,5.579929993494067,2043.5641787592263,68.43777188854693,20.79424386520611,22.519429803115475,92.4006486093282,36.68144261038836,0,2,1,0
2025-07-01 00:01:00,26.704064302658303,46.43104569904561,87.1151509504864,7.052996035468347,1818.7904661326238,86.9778454723383,10.98271603840481,68.36863272024758,43.67051546191073,8.160267191568588,0,2,1,1
2025-07-01 00:02:00,3.8291927650999535,46.70685130831208,68.23737581981291,3.1859550361331057,4132.774088022668,29.630454916238524,12.919478352434671,38.737268274349944,7.261959885899727,41.14447690075711,0,2,0,1
2025-07-01 00:03:00,76.59010551141037,0.6359713940359613,54.527314860808076,1.7025514508314565,2398.5435235214686,87.87168131370821,48.50813065548104,69.44881679830121,50.79423022750803,1.5950660387625382,0,2,0,1
2025-07-01 00:04:00,72.84517401652897,40.47806328867489,71.15991409514697,6.723937214800277,1801.525747871121,99.4615240258498,28.07886889724874,31.950256349675175,92.02762325041924,13.19433035517128,0,2,1,0
2025-07-01 00:05:00,92.92587646850792,39.66897211032936,74.0351101060014,1.3181154914624549,4771.690154770553,25.908997002812807,16.94262055243015,88.58045545418535,35.81306761920593,17.243871252786608,0,2,1,0
2025-07-01 00:06:00,13.721828459345675,6.04758625814314,12.420749594909674,7.067933431411989,1910.504282251178,33.59241509839762,44.273573640487754,40.98997265215492,35.69344476454106,21.572660290298273,0,2,1,0
2025-07-01 00:07:00,26.201194580941632,34.53982944602182,63.00170125349429,0.7438442079558738,4504.0345584593,8.85170085518313,6.876005329715806,32.21763622482532,47.41262102986943,14.028221083209813,0,2,0,0
2025-07-01 00:08:00,69.03080484456262,25.086846712140233,40.630690034939846,4.186368406707458,1416.2383339921219,89.35476630984932,45.99611286140877,73.56439231428644,27.538621101644335,8.49516869100802,0,2,0,1
2025-07-01 00:09:00,46.118344130573405,10.284931466750685,90.7050428948829,8.3302703230507,2167.2539294668754,85.31870894008748,46.28558319003914,72.44571106001891,53.10701699684998,40.38418147018986,0,2,0,0
2025-07-01 00:10:00,39.558282620520856,18.831620776929363,79.5179930184934,8.2141975215684,2885.3659096431134,63.5600151208633,47.842512108127735,47.56063602194915,6.674654338601083,21.15547118414762,0,2,0,0
2025-07-01 00:11:00,67.99222019657113,33.29891489163823,25.403624260924772,0.07053888148966236,3597.9854124860444,77.58975501074158,46.281186687415754,41.45559006784283,82.91408236146579,1.9997269160713427,0,2,1,1
2025-07-01 00:12:00,93.14004113418524,8.07183620147115,65.81441507362209,9.252568683789699,3141.116039325708,81.81698555317317,9.841657973426948,34.13414670983035,70.949445644935,24.848584864586563,0,2,0,0
2025-07-01 00:13:00,45.81629880668512,44.746657381827774,42.51347237681359,7.910287443504358,1438.376914082896,60.66858449921331,48.85561617725331,80.1710509345765,69.19546908791811,35.866839158822835,0,2,0,0
2025-07-01 00:14:00,74.04141424473984,2.883120499797054,43.66007200427396,0.195672176712417,2059.9908996845793,85.49782978179226,14.376729988790842,18.016907749233347,42.698557861371555,1.8569330039004406,0,2,0,1
2025-07-01 00:15:00,80.4187087275239,31.631882262901517,39.15368249375939,4.364275707487431,3156.988127398989,40.96628482269661,43.310582294702904,10.860746778267893,41.53807792142792,12.19455310262665,0,2,0,0
2025-07-01 00:16:00,6.69246514425449,31.57152077491964,75.05441342903187,0.02355833110418537,3046.3922561568043,2.6295974968410185,11.55373093246303,51.69819973839803,48.05167755660435,43.79114122165967,0,2,1,1
